hazard	I
ratio	I
,	O
2.14	O
;	O
P	I
<	O
0.0001	O
)	O
,	O
and	O
all-cause	I
mortality	I
(	O
hazard	I
ratio	I
,	O
2.33	O
;	O
P	I
<	O
0.0001	O
;	O
all	O
hazard	I
ratios	I
for	O
log2	O
ng	O
/	O
mL	O
)	O
.	O

In	O
multivariable	I
models	I
,	O
ST2	I
remained	O
independently	O
associated	O
with	O
outcomes	I
after	O
adjustment	O
for	O
clinical	I
variables	O
and	O
amino-terminal	I
pro-B-type	I
natriuretic	I
peptide	I
.	O

However	O
,	O
ST2	I
did	O
not	O
add	O
significantly	I
to	O
reclassification	O
of	O
risk	O
as	O
assessed	O
by	O
changes	O
in	O
the	O
C	I
statistic	I
,	O
net	I
reclassification	I
improvement	I
,	O
and	O
integrated	I
discrimination	I
improvement	I
.	O

CONCLUSIONS	O
:	O

ST2	I
was	O
modestly	O
associated	O
with	O
functional	I
capacity	I
and	O
was	O
significantly	I
associated	O
with	O
outcomes	I
in	O
a	O
well-treated	O
cohort	O
of	O
ambulatory	I
patients	I
with	O
HF	I
although	O
it	O
did	O
not	O
significantly	I
affect	O
reclassification	O
of	O
risk	O
.	O

Age-dependent	O
effect	O
of	O
left	I
ventricular	I
ejection	I
fraction	I
on	O
long-term	O
mortality	I
in	O
patients	I
with	O
heart	I
failure	I
(	O
from	O
the	O
Heart	I
Failure	I
Survey	O
in	O
ISrael	O
)	O
.	O

Contemporary	O
heart	I
failure	I
(	O
HF	I
)	O
therapies	I
have	O
not	O
resulted	O
in	O
improved	O
outcomes	I
among	O
patients	I
with	O
HF	I
and	O
preserved	I
left	I
ventricular	I
ejection	I
fraction	I
(	O
LVEF	I
)	O
.	O

We	O
sought	O
to	O
evaluate	O
the	O
differential	I
effect	I
of	O
LVEF	I
on	O
long-term	O
mortality	I
after	O
hospitalization	I
for	O
acute	I
decompensated	I
HF	I
in	O
a	O
real-world	O
setting	O
.	O

All-cause	I
mortality	I
at	O
4	O
years	O
after	O
hospitalization	I
for	O
HF	I
was	O
assessed	O
by	O
LVEF	I
(	O
categorized	O
as	O
preserved	O
[	O
≥50	O
%	O
]	O
,	O
mildly	O
[	O
40	O
%	O
to	O
49	O
%	O
]	O
,	O
moderately	O
[	O
30	O
%	O
to	O
39	O
%	O
]	O
,	O
and	O
severely	O
[	O
<	O
30	O
%	O
]	O
reduced	O
)	O
among	O
1,620	O
patients	I
enrolled	O
in	O
the	O
Heart	I
Failure	I
Survey	O
in	O
ISrael	O
.	O

Among	O
the	O
study	O
patients	I
,	O
30	O
%	O
had	O
preserved	I
LVEF	I
and	O
20	O
%	O
,	O
25	O
%	O
,	O
and	O
25	O
%	O
,	O
had	O
mild	O
,	O
moderate	O
,	O
and	O
severe	O
reductions	O
in	O
LVEF	I
,	O
respectively	O
.	O

Multivariate	I
analysis	I
showed	O
that	O
patients	I
with	O
preserved	I
LVEF	I
had	O
a	O
similar	O
risk	O
of	O
long-term	O
mortality	I
as	O
patients	I
with	O
mild	O
or	O
moderate	O
reduction	O
in	O
LVEF	I
(	O
hazard	I
ratio	I
[	O
HR	I
]	O
0.92	O
[	O
p	I
=	O
0.40	O
]	O
and	O
1.01	O
[	O
p	I
=	O
0.90	O
]	O
,	O
respectively	O
)	O
while	O
severely	O
reduced	O
LVEF	I
conferred	O
increased	O
increase	O
rate	O
compared	O
with	O
preserved	I
LVEF	I
(	O
HR	I
1.20	O
,	O
p	I
=	O
0.04	O
)	O
.	O

Interaction	I
term	I
analysis	I
showed	O
that	O
the	O
risk	O
associated	O
with	O
severely	O
reduced	O
LVEF	I
was	O
evident	O
only	O
among	O
patients	I
≤75	O
years	O
(	O
HR	I
1.49	O
,	O
p	I
=	O
0.003	O
)	O
,	O
whereas	O
among	O
older	O
patients	I
,	O
there	O
was	O
no	O
difference	O
in	O
the	O
risk	O
of	O
long-term	O
mortality	I
between	O
those	O
with	O
preserved	I
versus	O
severely	O
reduced	O
LVEF	I
(	O
HR	I
1.02	O
[	O
p	I
=	O
0.86	O
]	O
;	O
p	I
value	I
for	O
age-by-LVEF	I
interaction	O
=	O
0.03	O
)	O
.	O

In	O
conclusion	O
,	O
patients	I
hospitalized	I
for	O
HF	I
who	O
have	O
preserved	I
LVEF	I
experience	O
similar	O
long-term	O
mortality	I
as	O
patients	I
with	O
mild	O
or	O
moderate	O
reductions	O
in	O
LVEF	I
,	O
whereas	O
severely	O
reduced	O
LVEF	I
remains	O
an	O
independent	O
predictor	O
of	O
long-term	O
mortality	I
in	O
this	O
population	O
.	O

The	O
differential	I
effect	I
of	O
LVEF	I
on	O
long-term	O
mortality	I
is	O
significantly	I
attenuated	O
in	O
the	O
older	O
age	O
group	O
.	O

Study	O
PARADIGM-HF	I
-	O
a	O
paradigm	O
shift	O
in	O
the	O
treatment	O
of	O
chronic	I
heart	I
failure	I

Chronic	I
heart	I
failure	I
is	O
a	O
crucial	O
problem	O
of	O
current	O
cardiology	I
.	O

Despite	O
that	O
,	O
no	O
major	O
development	O
has	O
occurred	O
in	O
the	O
therapy	I
in	O
recent	O
years	O
.	O

In	O
this	O
regard	O
,	O
first	O
results	O
of	O
studies	O
with	O
ARNI	I
inhibitors	I
(	O
angiotensin-receptor	I
neprilysin	I
inhibitors	I
)	O
may	O
be	O
considered	O
hopeful	O
.	O

Dual	O
inhibition	O
of	O
AT1	I
receptors	I
and	O
neprilysin	I
blocks	O
renin-angiotensin-aldosteron	I
(	O
RAS	I
)	O
axis	O
and	O
concurrently	O
supports	O
natural	O
vasodilatory	I
and	O
diuretic	I
effect	O
of	O
natriuretic	I
peptides	I
.	O

Large-scale	O
prospective	I
randomized	I
multicenter	O
trial	O
PARADIGM-HF	I
with	O
more	O
than	O
8000	O
individuals	O
with	O
stabilized	O
chronic	I
heart	I
failure	I
with	O
systolic	I
dysfunction	I
(	O
LV	I
EF	I
40	O
%	O
,	O
later	O
35	O
%	O
)	O
,	O
mostly	O
in	O
functional	I
class	I
NYHA	O
II-III	O
with	O
elevated	O
BNP	I
/	O
NT-pro	I
BNP	I
has	O
shown	O
20	O
%	O
decrease	O
in	O
primary	I
endpoint	I
(	O
cardiovascular	I
death	I
or	O
hospitalization	I
for	O
heart	I
failure	I
)	O
in	O
a	O
group	O
treated	O
by	O
ARNI	I
(	O
LCZ696	I
;	O
sacubiltril	I
-	O
valsartan	I
)	O
.	O

Beneficial	O
effect	O
of	O
ARNI	I
was	O
consistent	O
also	O
for	O
total	O
and	O
cardiovascular	I
mortality	I
,	O
for	O
hospitalization	I
for	O
heart	I
failure	I
and	O
in	O
other	O
pre-specified	O
subgroup	O
analyses	O
,	O
including	O
quality	I
of	I
life	I
.	O

The	O
treatment	O
was	O
safe	O
,	O
typical	O
adverse	I
event	I
was	O
hypotension	I
,	O
however	O
without	O
a	O
need	O
to	O
interrupt	O
the	O
treatment	O
.	O

Dual	O
RAS	I
and	O
neprilysin	I
inhibition	I
might	O
thus	O
after	O
long	O
time	O
become	O
a	O
change	O
in	O
stable	I
chronic	I
heart	I
failure	I
with	O
systolic	I
dysfunction	I
treatment	O
paradigm	O
.	O

Czech	O
Republic	O
significantly	I
contributed	O
to	O
this	O
study	O
and	O
all	O
study	O
sites	O
should	O
be	O
congratulated	O
and	O
thanked	O
for	O
their	O
high-quality	O
work	O
provided	O
.	O

Contemporary	O
use	O
of	O
devices	O
in	O
heart	I
failure	I
.	O

Devices	O
have	O
become	O
a	O
cornerstone	O
of	O
heart	I
failure	I
(	O
HF	I
)	O
therapy	I
.	O

Implantable	I
cardioverter-defibrillators	I
(	O
ICDs	I
)	O
decrease	O
mortality	I
,	O
and	O
cardiac	I
resynchronization	I
therapy	I
(	O
CRT	I
)	O
improves	O
symptoms	I
and	O
mortality	I
.	O

Most	O
data	O
have	O
been	O
collected	O
in	O
patients	I
with	O
systolic	I
dysfunction	I
.	O

Data	O
in	O
patients	I
with	O
preserved	O
systolic	I
function	I
are	O
scarce	O
,	O
but	O
interesting	O
therapeutic	I
concepts	O
are	O
evolving	O
.	O

Besides	O
therapeutic	I
functions	O
,	O
devices	O
can	O
have	O
add-on	O
diagnostic	I
features	O
such	O
as	O
early	O
detection	O
of	O
fluid	I
overload	I
.	O

In	O
addition	O
,	O
stand-alone	O
diagnostic	I
devices	O
are	O
now	O
also	O
being	O
developed	O
for	O
HF	I
.	O

Soluble	O
concentrations	O
of	O
the	O
interleukin	I
receptor	I
family	O
member	O
ST2	I
and	O
beta-blocker	I
therapy	I
in	O
chronic	I
heart	I
failure	I
.	O

BACKGROUND	O
:	O

Concentrations	O
of	O
soluble	O
(	O
s	I
)	O
ST2	I
predict	O
prognosis	I
in	O
heart	I
failure	I
.	O

We	O
recently	O
found	O
changing	O
doses	O
of	O
β-blocker	I
(	O
BB	I
)	O
may	O
affect	O
sST2	I
concentrations	O
.	O

It	O
remains	O
unclear	O
whether	O
sST2	I
concentrations	O
identify	O
benefit	O
of	O
BB	I
therapy	I
,	O
however	O
.	O

METHODS	O
AND	O
RESULTS	O
:	O

A	O
total	O
of	O
151	O
subjects	O
with	O
heart	I
failure	I
attributable	O
to	O
left	I
ventricular	I
systolic	I
dysfunction	I
were	O
examined	O
in	O
this	O
post	I
hoc	I
analysis	I
;	O
>	O
96	O
%	O
were	O
taking	O
BB	I
at	O
enrollment	O
.	O

Medication	I
regimen	O
and	O
sST2	I
values	O
were	O
obtained	O
during	O
10	O
months	O
.	O

Cardiovascular	I
events	I
were	O
examined	O
as	O
a	O
function	O
of	O
baseline	I
sST2	I
status	O
(	O
low	O
≤35	O
versus	O
high	O
>	O
35	O
ng	O
/	O
mL	O
)	O
and	O
final	O
achieved	O
BB	I
dose	O
(	O
high	O
≥50	O
versus	O
low	O
<	O
50	O
mg	O
daily	O
equivalent	O
dose	O
of	O
metoprolol	I
succinate	I
)	O
.	O

Patients	I
with	O
low	O
sST2	I
titrated	I
to	O
high-dose	O
BB	I
had	O
the	O
lowest	O
cardiovascular	I
event	I
rate	O
at	O
0.53	O
events	O
(	O
P=0.001	I
)	O
,	O
and	O
lowest	O
cumulative	O
hazard	O
(	O
P=0.003	I
)	O
.	O

Those	O
with	O
low	O
sST2	I
/	O
low-dose	O
BB	I
,	O
or	O
high	O
sST2	I
/	O
high-dose	O
BB	I
had	O
intermediate	O
outcomes	I
(	O
0.92	O
and	O
1.19	O
events	O
)	O
.	O

Patients	I
with	O
high	O
sST2	I
treated	O
with	O
low-dose	O
BB	I
had	O
the	O
highest	O
cardiovascular	I
event	I
rate	O
(	O
2.08	O
events	O
)	O
and	O
the	O
highest	O
cumulative	O
hazard	O
.	O

Compared	O
with	O
low	O
sST2	I
/	O
high-dose	O
BB	I
,	O
those	O
with	O
high	O
sST2	I
treated	O
with	O
low-dose	O
BB	I
had	O
an	O
odds	I
ratio	I
of	O
6.77	O
(	O
P	I
<	O
0.001	O
)	O
for	O
a	O
cardiovascular	I
event	I
.	O

Patients	I
with	O
low	O
sST2	I
/	O
low-dose	O
BB	I
or	O
high	O
sST2	I
/	O
high-dose	O
BB	I
had	O
intermediate	O
odds	I
ratios	I
for	O
cardiovascular	I
events	I
(	O
P=0.18	I
and	O
0.02	O
)	O
.	O

Similar	O
results	O
were	O
found	O
for	O
heart	I
failure	I
hospitalization	I
and	O
cardiovascular	I
death	I
.	O

CONCLUSIONS	O
:	O

Although	O
BB	I
therapy	I
exerted	O
dose-related	O
benefits	O
across	O
all	O
study	O
participants	O
,	O
sST2	I
measurement	O
identifies	O
patients	I
with	O
chronic	I
heart	I
failure	I
who	O
may	O
particularly	O
benefit	O
from	O
higher	O
BB	I
doses	O
.	O

Management	O
of	O
heart	I
failure	I
with	I
preserved	I
ejection	I
fraction	I
.	O

Heart	I
failure	I
affects	O
nearly	O
one	O
million	O
people	O
in	O
the	O
UK	O
.	O

Half	O
of	O
these	O
patients	I
have	O
normal	O
,	O
or	O
near	O
normal	O
,	O
left	I
ventricular	I
ejection	I
fraction	I
and	O
are	O
classified	O
as	O
heart	I
failure	I
with	I
preserved	I
ejection	I
fraction	I
(	O
HFpEF	I
)	O
.	O

Newer	O
imaging	O
techniques	O
have	O
confirmed	O
that	O
systolic	I
function	I
in	O
HFpEF	I
patients	I
is	O
not	O
completely	O
normal	O
,	O
with	O
reduced	O
long	I
axis	I
function	I
and	O
extensive	O
but	O
subtle	O
changes	O
on	O
exercise	O
.	O

Patients	I
are	O
likely	O
to	O
be	O
older	O
women	O
with	O
a	O
history	O
of	O
hypertension	I
.	O

Other	O
cardiovascular	I
risk	O
factors	O
,	O
such	O
as	O
diabetes	I
mellitus	I
,	O
atrial	I
fibrillation	I
and	O
coronary	I
artery	I
disease	I
are	O
prevalent	O
in	O
the	O
HFpEF	I
population	O
.	O

Clinical	I
symptoms	I
and	O
signs	O
in	O
HFpEF	I
are	O
often	O
nonspecific	O
although	O
the	O
primary	O
symptoms	I
are	O
breathlessness	I
,	O
fatigue	O
and	O
fluid	I
retention	I
.	O

There	O
is	O
still	O
no	O
single	O
diagnostic	I
test	O
for	O
HFpEF	I
and	O
the	O
cornerstone	O
in	O
the	O
assessment	O
remains	O
a	O
thorough	O
medical	I
history	I
and	O
physical	I
examination	I
.	O

The	O
duration	O
and	O
extent	O
of	O
the	O
symptoms	I
are	O
relevant	O
and	O
it	O
is	O
useful	O
to	O
classify	O
patients	I
according	O
to	O
the	O
NYHA	O
functional	O
assessment	O
.	O

Physical	I
examination	I
should	O
include	O
the	O
patient	I
's	O
BMI	I
and	O
weight	O
,	O
heart	I
rate	I
and	O
rhythm	I
,	O
lying	O
and	O
standing	O
blood	I
pressure	I
and	O
auscultation	I
to	O
rule	O
out	O
valvular	I
disease	I
and	O
pulmonary	I
congestion	I
.	O

Estimating	O
the	O
jugular	I
venous	I
pressure	I
and	O
the	O
presence	O
of	O
peripheral	I
oedema	I
allows	O
assessment	O
of	O
the	O
patient	I
's	O
volume	O
status	O
.	O

Patients	I
with	O
heart	I
failure	I
should	O
be	O
referred	O
to	O
heart	I
failure	I
nurses	I
and	O
have	O
follow-up	I
with	O
local	O
cardiology	I
services	O
as	O
these	O
have	O
both	O
been	O
shown	O
to	O
reduce	O
mortality	I
.	O

Effect	O
of	O
Caloric	O
Restriction	O
or	O
Aerobic	O
Exercise	O
Training	O
on	O
Peak	I
Oxygen	I
Consumption	I
and	O
Quality	I
of	I
Life	I
in	O
Obese	I
Older	O
Patients	I
With	O
Heart	I
Failure	I
With	I
Preserved	I
Ejection	I
Fraction	I
:	O
A	O
Randomized	I
Clinical	I
Trial	O
.	O

IMPORTANCE	O
:	O

More	O
than	O
80	O
%	O
of	O
patients	I
with	O
heart	I
failure	I
with	I
preserved	I
ejection	I
fraction	I
(	O
HFPEF	I
)	O
,	O
the	O
most	O
common	O
form	O
of	O
heart	I
failure	I
among	O
older	O
persons	O
,	O
are	O
overweight	O
or	O
obese	I
.	O

Exercise	I
intolerance	I
is	O
the	O
primary	O
symptom	I
of	O
chronic	I
HFPEF	I
and	O
a	O
major	O
determinant	O
of	O
reduced	O
quality	I
of	I
life	I
(	O
QOL	I
)	O
.	O

OBJECTIVE	O
:	O

To	O
determine	O
whether	O
caloric	O
restriction	O
(	O
diet	O
)	O
or	O
aerobic	O
exercise	O
training	O
(	O
exercise	O
)	O
improves	O
exercise	I
capacity	I
and	O
QOL	I
in	O
obese	I
older	O
patients	I
with	O
HFPEF	I
.	O

DESIGN	O
,	O
SETTING	O
,	O
AND	O
PARTICIPANTS	O
:	O

Randomized	I
,	O
attention-controlled	O
,	O
2	O
×	O
2	O
factorial	O
trial	O
conducted	O
from	O
February	O
2009	O
through	O
November	O
2014	O
in	O
an	O
urban	O
academic	O
medical	I
center	O
.	O

Of	O
577	O
initially	O
screened	O
participants	O
,	O
100	O
older	O
obese	I
participants	O
(	O
mean	O
[	O
SD	I
]	O
:	O
age	O
,	O
67	O
years	O
[	O
5	O
]	O
;	O
body	I
mass	I
index	I
,	O
39.3	O
[	O
5.6	O
]	O
)	O
with	O
chronic	I
,	O
stable	I
HFPEF	I
were	O
enrolled	O
(	O
366	O
excluded	O
by	O
inclusion	O
and	O
exclusion	O
criteria	O
,	O
31	O
for	O
other	O
reasons	O
,	O
and	O
80	O
declined	O
participation	O
)	O
.	O

INTERVENTIONS	O
:	O

Twenty	O
weeks	O
of	O
diet	O
,	O
exercise	O
,	O
or	O
both	O
;	O
attention	O
control	O
consisted	O
of	O
telephone	O
calls	O
every	O
2	O
weeks	O
.	O

MAIN	O
OUTCOMES	I
AND	O
MEASURES	O
:	O

Exercise	I
capacity	I
measured	O
as	O
peak	I
oxygen	I
consumption	I
(	O
VO2	I
,	O
mL	O
/	O
kg	O
/	O
min	O
;	O
co-primary	I
outcome	I
)	O
and	O
QOL	I
measured	O
by	O
the	O
Minnesota	O
Living	O
with	O
Heart	I
Failure	I
(	O
MLHF	O
)	O
Questionnaire	O
(	O
score	O
range	O
:	O
0	O
-	O
105	O
,	O
higher	O
scores	O
indicate	O
worse	O
heart	I
failure-related	I
QOL	I
;	O
co-primary	I
outcome	I
)	O
.	O

RESULTS	O
:	O

Of	O
the	O
100	O
enrolled	O
participants	O
,	O
26	O
participants	O
were	O
randomized	I
to	O
exercise	O
;	O
24	O
to	O
diet	O
;	O
25	O
to	O
exercise	O
+	O
diet	O
;	O
25	O
to	O
control	O
.	O

Of	O
these	O
,	O
92	O
participants	O
completed	O
the	O
trial	O
.	O

Exercise	O
attendance	O
was	O
84	O
%	O
(	O
SD	I
,	O
14	O
%	O
)	O
and	O
diet	O
adherence	O
was	O
99	O
%	O
(	O
SD	I
,	O
1	O
%	O
)	O
.	O

By	O
main	O
effects	O
analysis	O
,	O
peak	I
VO2	I
was	O
increased	O
significantly	I
by	O
both	O
interventions	O
:	O
exercise	O
,	O
1.2	O
mL	O
/	O
kg	O
body	O
mass	O
/	O
min	O
(	O
95	O
%	O
CI	I
,	O
0.7	O
to	O
1.7	O
)	O
,	O
P	I
<	O
.001	O
;	O
diet	O
,	O
1.3	O
mL	O
/	O
kg	O
body	O
mass	O
/	O
min	O
(	O
95	O
%	O
CI	I
,	O
0.8	O
to	O
1.8	O
)	O
,	O
P	I
<	O
.001	O
.	O

The	O
combination	O
of	O
exercise	O
+	O
diet	O
was	O
additive	O
(	O
complementary	O
)	O
for	O
peak	I
VO2	I
(	O
joint	O
effect	O
,	O
2.5	O
mL	O
/	O
kg	O
/	O
min	O
)	O
.	O

There	O
was	O
no	O
statistically	O
significant	I
change	O
in	O
MLHF	O
total	O
score	O
with	O
exercise	O
and	O
with	O
diet	O
(	O
main	O
effect	O
:	O
exercise	O
,	O
-	O
1	O
unit	O
[	O
95	O
%	O
CI	I
,	O
-	O
8	O
to	O
5	O
]	O
,	O
P	I
=	O
.70	O
;	O
diet	O
,	O
-	O
6	O
units	O
[	O
95	O
%	O
CI	I
,	O
-	O
12	O
to	O
1	O
]	O
,	O
P	I
=	O
.08	O
)	O
.	O

The	O
change	O
in	O
peak	I
VO2	I
was	O
positively	O
correlated	I
with	O
the	O
change	O
in	O
percent	O
lean	I
body	I
mass	I
(	O
r	I
=	O
0.32	O
;	O
P	I
=	O
.003	O
)	O
and	O
the	O
change	O
in	O
thigh	O
muscle	I
:	O
intermuscular	O
fat	O
ratio	O
(	O
r	I
=	O
0.27	O
;	O
P	I
=	O
.02	O
)	O
.	O

There	O
were	O
no	O
study-related	O
serious	O
adverse	I
events	I
.	O

Body	O
weight	O
decreased	O
by	O
7	O
%	O
(	O
7	O
kg	O
[	O
SD	I
,	O
1	O
]	O
)	O
in	O
the	O
diet	O
group	O
,	O
3	O
%	O
(	O
4	O
kg	O
[	O
SD	I
,	O
1	O
]	O
)	O
in	O
the	O
exercise	O
group	O
,	O
10	O
%	O
(	O
11	O
kg	O
[	O
SD	I
,	O
1	O
]	O
in	O
the	O
exercise	O
+	O
diet	O
group	O
,	O
and	O
1	O
%	O
(	O
1	O
kg	O
[	O
SD	I
,	O
1	O
]	O
)	O
in	O
the	O
control	O
group	O
.	O

CONCLUSIONS	O
AND	O
RELEVANCE	O
:	O

Among	O
obese	I
older	O
patients	I
with	O
clinically	I
stable	I
HFPEF	I
,	O
caloric	O
restriction	O
or	O
aerobic	O
exercise	O
training	O
increased	O
peak	I
VO2	I
,	O
and	O
the	O
effects	O
may	O
be	O
additive	O
.	O

Neither	O
intervention	O
had	O
a	O
significant	I
effect	O
on	O
quality	I
of	I
life	I
as	O
measured	O
by	O
the	O
MLHF	O
Questionnaire	O
.	O

Reduced	O
hospitalizations	I
in	O
severe	O
,	O
refractory	I
congestive	I
heart	I
failure	I
with	O
peritoneal	I
dialysis	I
:	O
a	O
consecutive	O
case	O
series	O
.	O

BACKGROUND	O
:	O

Peritoneal	I
dialysis	I
(	O
PD	I
)	O
for	O
long-term	O
management	O
of	O
diuretic	I
resistant	O
volume	I
overload	I
in	O
heart	I
failure	I
(	O
HF	I
)	O
may	O
provide	O
potential	O
benefit	O
with	O
few	O
adverse	O
consequences	O
.	O

We	O
examined	O
the	O
impact	O
of	O
PD	I
on	O
clinical	I
status	O
hospitalizations	I
,	O
and	O
complications	I
of	O
therapy	I
in	O
severe	O
end-stage	I
HF	I
.	O

METHODS	O
:	O

A	O
consecutive	O
case	O
series	O
of	O
10	O
transplant	I
ineligible	O
patients	I
receiving	O
PD	I
solely	O
for	O
HF	I
volume	O
management	O
between	O
2007	O
and	O
2011	O
was	O
evaluated	O
with	O
clinical	I
data	O
reviewed	O
pre	O
-	O
and	O
post-PD	I
initiation	O
.	O

RESULTS	O
:	O

The	O
mean	O
ejection	I
fraction	I
(	O
EF	I
)	O
pre-PD	I
was	O
24.5	O
±	O
6.0	O
%	O
with	O
the	O
majority	O
of	O
patients	I
having	O
NYHA	I
class	I
IIIB	I
symptoms	I
and	O
moderate-severe	O
right	I
ventricular	I
dysfunction	I
.	O

9	O
/	O
10	O
patients	I
were	O
Stage	O
3	O
chronic	I
kidney	I
disease	I
(	O
CKD	I
)	O
or	O
worse	O
.	O

After	O
PD	I
initiation	O
,	O
average	O
weight	O
loss	O
was	O
almost	O
7	O
kg	O
(	O
p	I
=	O
0.016	O
)	O
with	O
improvement	O
in	O
diuretic	I
response	O
,	O
peripheral	I
edema	I
,	O
and	O
functional	I
class	I
.	O

There	O
was	O
a	O
significant	I
decrease	O
in	O
re-hospitalization	I
from	O
an	O
average	O
of	O
3.2	O
±	O
2.5	O
to	O
0.1	O
±	O
0.3	O
admissions	I
per	O
patient	I
(	O
p	I
=	O
0.007	O
)	O
and	O
reduced	O
average	O
length	O
of	O
stay	O
from	O
37	O
±	O
36.7	O
to	O
0.78	O
±	O
2.3	O
days	O
(	O
p	I
=	O
0.019	O
)	O
.	O

SUMMARY	O
:	O

Objective	O
criteriabased	O
institution	O
of	O
PD	I
for	O
the	O
treatment	O
of	O
diuretic	I
refractory	O
severe-end-stage	I
HF	I
was	O
well	O
tolerated	O
and	O
demonstrated	O
favorable	O
outcomes	I
;	O
these	O
included	O
improved	O
clinical	I
status	O
,	O
reduced	O
hospitalizations	I
and	O
length	O
of	O
stay	O
,	O
with	O
very	O
few	O
and	O
easily	O
treatable	O
PDrelated	I
complications	I
.	O

PD	I
appears	O
to	O
be	O
a	O
viable	O
option	O
in	O
refractory	O
,	O
end-stage	O
congestive	I
heart	I
failure	I
(	O
CHF	I
)	O
.	O

Changes	O
in	O
circulating	I
